product_id;article;name;category_id;unit_id
d3cacf2e-cbc8-11e0-83f6-0027139014cf;852104;Цукор-рафінад АТА 500г;d3cacf29-cbc8-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
d3cacf32-cbc8-11e0-83f6-0027139014cf;796032;Цукор-рафінад АТА 850г;d3cacf29-cbc8-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
d3cacf36-cbc8-11e0-83f6-0027139014cf;131313;Цукор-рафінад АТА Порційний  1 шт.;d3cacf29-cbc8-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
2c4592ce-1278-11e0-acfe-00132107ba1d;662122;Цукор Сахарок рафінад 850г;f5b29f74-6fc9-11e4-823f-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
71bc92fa-d6e6-11e4-98e2-001b21a1ef75;576800;Цукор Хуторок пресований швидкорозчиний 500г;e89fd39d-a3a7-11e3-a81c-001b21a1ef75;5bf1c5f0-76c9-11e4-823f-001b21a1ef75
2b784240-8a4e-11e3-a82a-001b21a1ef75;104870;Цукрова пудра Антарес 350г ;93ba6683-b4b6-11e3-b1b7-001b21a1ef75;c683f468-3309-11e1-90cc-bcaec5951f9c
ad7712e3-5ddd-11e4-abf9-001b21a1ef75;554342;Цукрова пудра Кристал 200г;ad7712df-5ddd-11e4-abf9-001b21a1ef75;c683f468-3309-11e1-90cc-bcaec5951f9c
da4096a3-cbc8-11e0-83f6-0027139014cf;895020;Цукрова пудра Ямуна 400г;544f479c-b257-11e2-8fd5-001b21a1ef75;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
12a046bb-cbc9-11e0-83f6-0027139014cf;688452;Цукрозамінник Нyxol 650 таблеток;12a046b6-cbc9-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
2b249e2a-a56e-11e4-9016-001b21a1ef75;574304;Чай;5a13f735-9fe3-11e4-9016-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
10c0eb84-cbca-11e0-83f6-0027139014cf;165212;Часник МЛИНОК з Травами і Сіллю 50г;10c0eb67-cbca-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
0a64dbbb-cbca-11e0-83f6-0027139014cf;500418;Чашка супа Кнорр грибний 15г;0a64db8e-cbca-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
0a64dbc3-cbca-11e0-83f6-0027139014cf;500414;Чашка супа Кнорр Грибний з локшиною 11г;0a64db8e-cbca-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
0a64dbc5-cbca-11e0-83f6-0027139014cf;165;Чашка супа Кнорр Курячий з локшиною 11г;0a64db8e-cbca-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
0a64dbbd-cbca-11e0-83f6-0027139014cf;297997;Чашка супа Кнорр курячий з сухариками 16г;0a64db8e-cbca-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
0a64dbcd-cbca-11e0-83f6-0027139014cf;167;Чашка супа Кнорр Харчо з сухариками 12г;0a64db8e-cbca-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
168f001e-820e-11e1-bf94-000c295faca5;532806;Яйце 38 штук 30г;f9c91480-6f19-11e4-823f-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
168f001c-820e-11e1-bf94-000c295faca5;532805;Яйце Сюрприз Фесті Пасхальне яйце 25г *24шт;f9c91480-6f19-11e4-823f-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
a009195a-81c9-11e3-a82a-001b21a1ef75;112263;Батончик Мюслі Без Цукру  Абрикос 30г;5d225f3a-829d-11e3-a82a-001b21a1ef75;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
018c2734-7ab8-11e4-823f-001b21a1ef75;573482;Борошно пшеничне Агрохліб 1кг (виписувати кратно 45кг) ;018c2733-7ab8-11e4-823f-001b21a1ef75;b5b2c2ad-cbc7-11e0-83f6-0027139014cf
2b509c10-1267-11e0-acfe-00132107ba1d;524797;Бульйон Maggi золотий курячий з овочами 10г;2b509c0d-1267-11e0-acfe-00132107ba1d;6db68807-b060-11dc-ac41-0015172b7641
7ba2a7b5-e378-11e4-8ee7-001b21a1ef75;577126;Вино Шабо Класика Каберне 14% Червоне сухе 0,75л;22afa932-6e48-11e4-a90a-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
fd2ad57c-6113-11e1-90cc-bcaec5951f9c;207288;Віскі White Horse 0,5л;fd57b1ce-6e5f-11e4-823f-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
a272d1a7-0c5e-11e1-a600-00132107ba1d;103604;Горох Хатинка Зелений 1кг;6fd66bd8-6fb5-11e4-823f-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
dd25a61d-0d2a-11e2-a416-000c295faca5;100669;Каша Бебі  д/полд.мол. печиво з мал. та вишнею  6міс. 200г;229d3c56-0c61-11e2-a416-000c295faca5;c683f468-3309-11e1-90cc-bcaec5951f9c
0c18f2ed-cbc9-11e0-83f6-0027139014cf;486469;Каша Карапуз молочна яблуко-персик 250г;0c18f2ca-cbc9-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
f1c20c50-cb3e-11e1-99bc-000c295faca5;700045;Каша Нутрілон 4 злака 250г;0c18f44f-cbc9-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
3c9447f2-624d-11e3-8b5e-001b21a1ef75;112010;Каша Нутрілон Кукурудзяно-Рисова з бананом 225г;0c18f44f-cbc9-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
61c184b5-685a-11e1-90cc-bcaec5951f9c;419648;Кисіль Ласочка Вишнево-полуничний 180г;6ac9a375-15d3-11e1-843c-00132107ba1d;6db68807-b060-11dc-ac41-0015172b7641
da409443-cbc8-11e0-83f6-0027139014cf;658964;Крупа Жменька Гречана Преміум несмажена 900г;6fd66bc6-6fb5-11e4-823f-001b21a1ef75;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
69c8429b-126b-11e0-acfe-00132107ba1d;503708;Крупа пшенична Бона фасована 500г ;f5b29f7b-6fc9-11e4-823f-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
a97b3b72-718c-11e4-823f-001b21a1ef75;572894;Крупа ячмінна Медобори 1кг (виписувати кратно 40кг;a97b3b71-718c-11e4-823f-001b21a1ef75;
8bc6d0ea-126b-11e0-acfe-00132107ba1d;529788;Кутя Бона фасована 650г ;f5b29f7b-6fc9-11e4-823f-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
714188f4-58c5-11e3-82df-001b21a1ef75;500543;Майонез Королівський Смак До посту 30% 380г;b4db30ca-9282-11e0-912b-00132107ba1c;6db68807-b060-11dc-ac41-0015172b7641
5f9d3a57-fe67-11e2-9c24-0002449c77f2;112731;Майонез Королівський Смак Європейський на перепелиних яйцях 72% дой пак 180г;b4db30ca-9282-11e0-912b-00132107ba1c;c683f468-3309-11e1-90cc-bcaec5951f9c
4f04cdcf-4d4e-11e3-9bf1-001b21a1ef75;111078;Майонез Чумак Апетитний дой пак 750г;93ba666a-b4b6-11e3-b1b7-001b21a1ef75;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
d3caceb7-cbc8-11e0-83f6-0027139014cf;225466;Макарони Reggia Di Caserta Pasta Ракушка №62 500г;d3caceb4-cbc8-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
d3cad02e-cbc8-11e0-83f6-0027139014cf;517878;Макарони Галіна Бланка Супова вермішель 300г;d3cad01d-cbc8-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
5ec4501a-ef2a-11e4-a96b-001b21a1ef75;577375;.Макарони Локшина (виписувати кратно 20кг);9b3d9a0d-3ff4-11e0-9ef8-00132107ba1d;b5b2c2ad-cbc7-11e0-83f6-0027139014cf
40b07dcd-1267-11e0-acfe-00132107ba1d;398785;Макарони Тая Вермішель Екстра 1кг;40b07db5-1267-11e0-acfe-00132107ba1d;
2452f03a-be94-11e4-985f-001b21a1ef75;576498;Маринад Еколенд Грибний  Шампіньони цілі 480г;51f45881-be91-11e4-985f-001b21a1ef75;6db68807-b060-11dc-ac41-0015172b7641
0c18f441-cbc9-11e0-83f6-0027139014cf;645995;Нордік Вівсяні Пластівці;0c18f436-cbc9-11e0-83f6-0027139014cf;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
e86e0d98-e8fe-11e0-bfd1-003048d2b64d;800604;Олія Голден Кінг Гарбузова Холодного Віджиму картонна упаковка 0,1л;13f8a3fb-6ef9-11e4-823f-001b21a1ef75;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
4ce6c4d0-e440-11e0-bba8-003048d2b64d;800428;Олія Кама кукурудзяна Дезодорована рафінована 1л ;4ce6c4cf-e440-11e0-bba8-003048d2b64d;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
d3cad048-cbc8-11e0-83f6-0027139014cf;245477;Пл-ці Геркулес (500 г) Вівсяні  п/е;f9aa1bc3-1267-11e0-acfe-00132107ba1d;b5b2c2ae-cbc7-11e0-83f6-0027139014cf
50ac3c4f-30ad-11e3-8c0a-001b21a1ef75;280049;Приправа 10 овочів Торчин 280г;9b3d99f0-3ff4-11e0-9ef8-00132107ba1d;6db68807-b060-11dc-ac41-0015172b7641
